Time,Request Latency (ms),Container CPU Utilization (%),Container Memory Utilization (%),Container Startup Latency (ms),Instance Count (active),Instance Count (idle),Request Count (1xx),Request Count (2xx),Request Count (3xx),Request Count (4xx)
2023-12-07 14:37:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:38:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:39:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 14:40:00,323758.0318,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:41:00,17.6833998,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:42:00,31.2701591,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:43:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:44:00,324201.1313,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 14:45:00,323462.6322,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 14:46:00,19.39859295,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:47:00,17.6672947,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:48:00,17.6672947,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:49:00,323905.7316,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 14:50:00,323167.2325,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 14:51:00,25.86668617,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:52:00,17.69413653,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:53:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:54:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 14:55:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:56:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 14:57:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:58:00,17.6672947,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:59:00,323167.2325,,57.99,,1,1,2,0,0,4
2023-12-07 15:00:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:01:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:02:00,17.6511896,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 15:03:00,16.046536,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 15:04:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 15:05:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:06:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:07:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:08:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:09:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:10:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 15:11:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:12:00,31.24162793,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 15:13:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:14:00,323758.0318,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:15:00,323462.6322,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 15:16:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:17:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:18:00,31.2701591,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:19:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:20:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:21:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:22:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:23:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:24:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:25:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 15:26:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:27:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:28:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:29:00,16.0831385,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 15:30:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 15:31:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:32:00,17.6672947,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 15:33:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:34:00,16.061177,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:35:00,324053.4315,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 15:36:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:37:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:38:00,31.29869027,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 15:39:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:40:00,324201.1313,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 15:41:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:42:00,16.08557867,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:43:00,16.0831385,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 15:44:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:45:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 15:46:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 15:47:00,16.090459,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 15:48:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:49:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:50:00,324201.1313,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 15:51:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 15:52:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:53:00,16.075818,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:54:00,17.6672947,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 15:55:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 15:56:00,323462.6322,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 15:57:00,19.39859295,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:58:00,16.08557867,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 15:59:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:00:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 16:01:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:02:00,19.43402417,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:03:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:04:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:05:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 16:06:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:07:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:08:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:09:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:10:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 16:11:00,323758.0318,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:12:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:13:00,17.69145235,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:14:00,17.67534725,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:15:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 16:16:00,323462.6322,16.0875,,,1,1,0,0,0,4
2023-12-07 16:17:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:18:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:19:00,23.51516925,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:20:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 16:21:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:22:00,323462.6322,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 16:23:00,17.6511896,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:24:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:25:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:26:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 16:27:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:28:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:29:00,19.46355019,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:30:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:31:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:32:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 16:33:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:34:00,31.2701591,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:35:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:36:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:37:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:38:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:39:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:40:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:41:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:42:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:43:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:44:00,16.08557867,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:45:00,16.061177,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:46:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 16:47:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:48:00,19.41630856,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 16:49:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:50:00,16.046536,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:51:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 16:52:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 16:53:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 16:54:00,16.0831385,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:55:00,17.6833998,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 16:56:00,324053.4315,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 16:57:00,323462.6322,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 16:58:00,17.6511896,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 16:59:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:00:00,17.69145235,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 17:01:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 17:02:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:03:00,21.37742659,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 17:04:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:05:00,17.6672947,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:06:00,323905.7316,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 17:07:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 17:08:00,17.67534725,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 17:09:00,17.6672947,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 17:10:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:11:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 17:12:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:13:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:14:00,16.075818,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:15:00,23.51516925,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 17:16:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 17:17:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:18:00,16.061177,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:19:00,19.39859295,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:20:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:21:00,323905.7316,16.0875,57.99,,1,1,2,0,0,5
2023-12-07 17:22:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:23:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:24:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:25:00,19.43402417,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 17:26:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 17:27:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:28:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:29:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:30:00,23.49373336,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:31:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 17:32:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:33:00,323167.2325,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 17:34:00,17.6672947,,57.99,,1,1,0,0,0,3
2023-12-07 17:35:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:36:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 17:37:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 17:38:00,323462.6322,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 17:39:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:40:00,31.2701591,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 17:41:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:42:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:43:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:44:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:45:00,21.33845225,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 17:46:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:47:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:48:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 17:49:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:50:00,16.075818,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:51:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:52:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:53:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:54:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:55:00,16.075818,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 17:56:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 17:57:00,323758.0318,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:58:00,323167.2325,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 17:59:00,19.43402417,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 18:00:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:01:00,17.6672947,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 18:02:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 18:03:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 18:04:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:05:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:06:00,16.075818,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:07:00,324201.1313,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 18:08:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 18:09:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:10:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:11:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:12:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 18:13:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 18:14:00,16.061177,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 18:15:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:16:00,17.6350845,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 18:17:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 18:18:00,323462.6322,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 18:19:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:20:00,14.62325333,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:21:00,23.49373336,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:22:00,324201.1313,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 18:23:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 18:24:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:25:00,31.2701591,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 18:26:00,17.69413653,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:27:00,324053.4315,16.0875,57.99,,1,1,2,0,0,5
2023-12-07 18:28:00,323167.2325,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 18:29:00,23.49373336,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:30:00,14.62325333,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:31:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:32:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 18:33:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 18:34:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:35:00,17.69145235,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:36:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 18:37:00,323462.6322,16.0875,57.99,4453.863034,1,1,2,0,0,3
2023-12-07 18:38:00,323758.0318,48.425,57.98,,2,1,0,0,0,5
2023-12-07 18:39:00,323462.6322,16.0875,57.98,,2,0,1,0,0,3
2023-12-07 18:40:00,21.35793942,16.0875,57.98,,2,0,0,0,0,4
2023-12-07 18:41:00,19.41630856,16.0875,57.98,,2,0,0,0,0,3
2023-12-07 18:42:00,323758.0318,16.0875,53.99,,1,1,2,0,0,4
2023-12-07 18:43:00,323462.6322,16.0875,53.99,,1,1,0,0,0,4
2023-12-07 18:44:00,323758.0318,16.0875,53.99,,1,1,1,0,0,3
2023-12-07 18:45:00,21.35793942,16.0875,53.99,,1,1,0,0,0,4
2023-12-07 18:46:00,19.41630856,16.0875,53.99,,1,1,0,0,0,5
2023-12-07 18:47:00,323167.2325,16.0875,53.99,,1,1,2,0,0,4
2023-12-07 18:48:00,323462.6322,16.0875,53.99,,1,1,0,0,0,4
2023-12-07 18:49:00,323462.6322,16.0875,53.99,,1,1,1,0,0,3
2023-12-07 18:50:00,16.0831385,16.0875,53.99,,1,1,0,0,0,4
2023-12-07 18:51:00,21.39691376,16.0875,53.99,,1,1,0,0,0,4
2023-12-07 18:52:00,323462.6322,16.0875,53.99,,1,1,2,0,0,4
2023-12-07 18:53:00,323758.0318,16.0875,53.99,,1,1,0,0,0,3
2023-12-07 18:54:00,323462.6322,16.0875,53.99,,1,1,1,0,0,4
2023-12-07 18:55:00,19.41630856,16.0875,48.99,,1,1,0,0,0,3
2023-12-07 18:56:00,16.090459,16.0875,48.99,,1,1,0,0,0,4
2023-12-07 18:57:00,323758.0318,16.0875,48.99,,1,1,2,0,0,3
2023-12-07 18:58:00,323462.6322,16.0875,48.99,,1,1,0,0,0,4
2023-12-07 18:59:00,323758.0318,16.0875,48.99,,1,1,1,0,0,3
2023-12-07 19:00:00,19.43402417,16.0875,48.99,,1,1,0,0,0,3
