Time,Request Latency (ms),Container CPU Utilization (%),Container Memory Utilization (%),Container Startup Latency (ms),Instance Count (active),Instance Count (idle),Request Count (1xx),Request Count (2xx),Request Count (3xx),Request Count (4xx)
2023-12-07 10:16:00,323758.0318,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:17:00,323167.2325,16.0875,58.99,,1,1,2,0,0,5
2023-12-07 10:18:00,323758.0318,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 10:19:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:20:00,55.39699432,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 10:21:00,323758.0318,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:22:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:23:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:24:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:25:00,21.35793942,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 10:26:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:27:00,323758.0318,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:28:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:29:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:30:00,17.69145235,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 10:31:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:32:00,323758.0318,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:33:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:34:00,323758.0318,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:35:00,19.45173978,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 10:36:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:37:00,323758.0318,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:38:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:39:00,323758.0318,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:40:00,19.46059759,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 10:41:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:42:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:43:00,323167.2325,16.0875,58.99,,1,1,1,0,0,5
2023-12-07 10:44:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:45:00,17.6995049,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 10:46:00,323167.2325,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:47:00,28.45335479,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:48:00,323905.7316,16.0875,58.99,,1,1,2,0,0,5
2023-12-07 10:49:00,323462.6322,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:50:00,37.83689251,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 10:51:00,21.37742659,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 10:52:00,17.6511896,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:53:00,324250.3646,16.0875,58.99,,1,1,2,0,0,4
2023-12-07 10:54:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 10:55:00,17.6995049,16.0875,58.99,,1,1,0,0,0,1
2023-12-07 10:56:00,21.35793942,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 10:57:00,17.6672947,16.0875,58.99,,1,1,1,0,0,3
2023-12-07 10:58:00,324250.3646,16.0875,58.99,,1,1,2,0,0,4
2023-12-07 10:59:00,323758.0318,16.0875,58.99,,1,1,2,0,0,3
2023-12-07 11:00:00,136929.1753,16.0875,58.99,,1,1,2,0,0,4
2023-12-07 11:01:00,21.35793942,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:02:00,19.41630856,16.0875,,,1,1,0,0,0,4
2023-12-07 11:03:00,19.46059759,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 11:04:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:05:00,324250.3646,16.0875,58.99,,1,1,3,0,0,4
2023-12-07 11:06:00,323462.6322,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:07:00,34.39717501,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:08:00,23.49373336,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:09:00,21.35793942,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 11:10:00,324250.3646,16.0875,58.99,,1,1,4,0,0,4
2023-12-07 11:11:00,323758.0318,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 11:12:00,21.35793942,16.0875,58.99,,1,1,0,2,1,4
2023-12-07 11:13:00,148968.4194,16.0875,58.99,,1,1,1,8,4,4
2023-12-07 11:14:00,31.15603443,16.0875,58.99,,1,1,0,3,0,4
2023-12-07 11:15:00,319474.7367,16.0875,58.99,,1,1,4,40,8,5
2023-12-07 11:16:00,313714.4432,32.3375,63.99,,1,1,0,14,0,4
2023-12-07 11:17:00,142.9644867,16.0875,63.99,,1,1,0,20,2,4
2023-12-07 11:18:00,320508.6355,32.3375,62.99,,1,1,1,1,2,4
2023-12-07 11:19:00,21.37742659,16.0875,62.99,,1,1,0,0,0,3
2023-12-07 11:20:00,323462.6322,16.0875,59.99,,1,1,2,0,0,4
2023-12-07 11:21:00,324201.1313,16.0875,59.99,,1,1,1,0,0,3
2023-12-07 11:22:00,19.41630856,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:23:00,323167.2325,16.0875,58.99,,1,1,1,0,0,5
2023-12-07 11:24:00,19.43402417,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 11:25:00,323462.6322,16.0875,58.99,,1,1,2,0,0,4
2023-12-07 11:26:00,324053.4315,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:27:00,17.6672947,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 11:28:00,323167.2325,16.0875,58.99,,1,1,1,0,0,5
2023-12-07 11:29:00,19.41630856,16.0875,58.99,,1,1,0,0,0,5
2023-12-07 11:30:00,323167.2325,16.0875,58.99,,1,1,2,0,0,4
2023-12-07 11:31:00,324053.4315,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:32:00,16.08557867,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:33:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:34:00,19.43402417,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 11:35:00,323462.6322,16.0875,58.99,,1,1,2,0,0,4
2023-12-07 11:36:00,324053.4315,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:37:00,19.41630856,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:38:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:39:00,23.49373336,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:40:00,323462.6322,16.0875,58.99,,1,1,2,0,0,4
2023-12-07 11:41:00,324053.4315,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:42:00,19.41630856,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:43:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 11:44:00,17.6672947,16.0875,58.99,,1,1,0,0,0,3
2023-12-07 11:45:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 11:46:00,324053.4315,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 11:47:00,19.41630856,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 11:48:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 11:49:00,19.43402417,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 11:50:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 11:51:00,324053.4315,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 11:52:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 11:53:00,323758.0318,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 11:54:00,19.44288198,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 11:55:00,17.69413653,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 11:56:00,324250.3646,16.0875,57.99,,1,1,3,0,0,4
2023-12-07 11:57:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 11:58:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 11:59:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:00:00,17.6350845,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 12:01:00,324250.3646,16.0875,57.99,,1,1,3,0,0,4
2023-12-07 12:02:00,52937.0253,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 12:03:00,323167.2325,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 12:04:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:05:00,19.39859295,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 12:06:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:07:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 12:08:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:09:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:10:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:11:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 12:12:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:13:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:14:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:15:00,16.075818,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:16:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 12:17:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:18:00,323167.2325,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 12:19:00,19.43402417,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 12:20:00,17.6511896,,57.99,,1,1,0,0,0,4
2023-12-07 12:21:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:22:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:23:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:24:00,320213.2358,16.0875,57.99,,1,1,1,21,0,3
2023-12-07 12:25:00,1025.472161,16.0875,63.99,,1,1,0,42,0,3
2023-12-07 12:26:00,310169.6473,32.3375,62.99,,1,1,1,41,0,5
2023-12-07 12:27:00,5706.934501,32.3375,62.99,,1,1,2,44,5,4
2023-12-07 12:28:00,306329.4516,32.3375,62.99,,1,1,0,38,0,4
2023-12-07 12:29:00,323167.2325,48.5875,62.99,,1,1,1,0,0,5
2023-12-07 12:30:00,16.061177,16.0875,61.99,,1,1,0,0,0,3
2023-12-07 12:31:00,323462.6322,16.0875,60.99,,1,1,1,0,0,4
2023-12-07 12:32:00,324201.1313,16.0875,58.99,,1,1,2,0,0,3
2023-12-07 12:33:00,323462.6322,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 12:34:00,323462.6322,16.0875,58.99,,1,1,1,0,0,5
2023-12-07 12:35:00,19.39859295,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 12:36:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 12:37:00,324201.1313,16.0875,58.99,,1,1,2,0,0,3
2023-12-07 12:38:00,323462.6322,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 12:39:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 12:40:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:41:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:42:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:43:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:44:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:45:00,31.2701591,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:46:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 12:47:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:48:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:49:00,323462.6322,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 12:50:00,14.62325333,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 12:51:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:52:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:53:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 12:54:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:55:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 12:56:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:57:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 12:58:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 12:59:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:00:00,16.046536,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:01:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:02:00,16.061177,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:03:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:04:00,323167.2325,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:05:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:06:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:07:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:08:00,324201.1313,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 13:09:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:10:00,19.39859295,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 13:11:00,17.6672947,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 13:12:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:13:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:14:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:15:00,19.39859295,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 13:16:00,16.0831385,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 13:17:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:18:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:19:00,323462.6322,16.0875,57.99,,1,1,1,0,0,5
2023-12-07 13:20:00,25.84310669,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 13:21:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:22:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:23:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:24:00,323462.6322,16.0875,57.99,,1,1,1,0,1,4
2023-12-07 13:25:00,15.973331,16.0875,57.99,,1,1,0,0,4,4
2023-12-07 13:26:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:27:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 13:28:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:29:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:30:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:31:00,232147.2942,16.0875,57.99,,1,1,1,62,7,3
2023-12-07 13:32:00,206.7230687,16.0875,58.99,,1,1,0,0,0,4
2023-12-07 13:33:00,324201.1313,16.0875,58.99,,1,1,2,0,0,3
2023-12-07 13:34:00,323462.6322,16.0875,58.99,,1,1,1,0,0,4
2023-12-07 13:35:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:36:00,16.090459,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:37:00,21.35793942,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 13:38:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:39:00,323167.2325,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 13:40:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:41:00,28.42741736,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:42:00,21.35793942,16.0875,,,1,1,0,0,0,4
2023-12-07 13:43:00,323462.6322,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:44:00,323758.0318,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 13:45:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:46:00,19.45173978,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:47:00,16.08557867,16.0875,57.99,,1,1,0,0,0,5
2023-12-07 13:48:00,323167.2325,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 13:49:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:50:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:51:00,16.0831385,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 13:52:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:53:00,323758.0318,16.0875,57.99,,1,1,2,0,0,3
2023-12-07 13:54:00,323462.6322,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:55:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:56:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:57:00,17.69413653,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 13:58:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 13:59:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:00:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:01:00,16.061177,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:02:00,16.075818,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:03:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:04:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:05:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:06:00,19.43402417,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:07:00,17.69145235,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:08:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:09:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:10:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:11:00,21.39691376,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:12:00,21.35793942,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:13:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:14:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:15:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 14:16:00,25.84310669,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:17:00,16.061177,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:18:00,16.08557867,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:19:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 14:20:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 14:21:00,16.061177,16.0875,57.99,,1,1,0,0,0,3
2023-12-07 14:22:00,19.41630856,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:23:00,28.42741736,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:24:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 14:25:00,323758.0318,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:26:00,17.68876817,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:27:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:28:00,17.6833998,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:29:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 14:30:00,323758.0318,16.0875,57.99,,1,1,1,0,0,3
2023-12-07 14:31:00,16.08557867,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:32:00,17.6511896,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:33:00,17.69413653,16.0875,57.99,,1,1,0,0,0,4
2023-12-07 14:34:00,324053.4315,16.0875,57.99,,1,1,2,0,0,4
2023-12-07 14:35:00,323462.6322,16.0875,57.99,,1,1,1,0,0,4
2023-12-07 14:36:00,16.046536,16.0875,57.99,,1,1,0,0,0,4
